Permit_Number,Status,Street_Number,Pre_direction,Street_Name,Street_Suffix,Post_Direction,City,State,Zip_code,Work_Type,Use_Code,Added_Date,Issue_Date,Final_Date,Description,Application_Type,Location
818648,Finaled,1315,,APPLE,AVE,,SILVER SPRING,MD,20910,DEMOLISH,BUSINESS BUILDING,11/3/2017,12/18/2017,12/15/2023,"COMMERCIAL Demolition of 3 STRUCTURES to Rebuild 17-Story Building (Bldg permit #814359)

- REVISION - 1 permit can not represent 3 sticks of comm townhomes. 1 demo permit per stick. This permit will represent 1315 / 1317 / 1319 / 1321 / 1323 Apple Ave.",DEMOLITION OR MOVE PERMIT,"1315 APPLE AVE
SILVER SPRING, MD 20910
(38.996113017, -77.03368198)"
1021759,Completed,5804,,JOHNSON,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,2/15/2023,6/8/2023,6/22/2023,,DEMOLITION OR MOVE PERMIT,"5804 JOHNSON AVE
BETHESDA, MD 20817
(39.005537, -77.116946968)"
837049,Finaled,4837,,LELAND,ST,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,5/10/2018,7/16/2018,3/27/2024,Demo of current residential structure to build new residential single family dwelling.,DEMOLITION OR MOVE PERMIT,"4837 LELAND ST
BETHESDA, MD 20814
(38.979279012, -77.096479031)"
1017836,Completed,9717,,THE CORRAL,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,1/8/2023,6/8/2023,2/16/2024,,DEMOLITION OR MOVE PERMIT,"9717 THE CORRAL DR
POTOMAC, MD 20854
(39.019313999, -77.219883025)"
1053507,Finaled,8004,,MAPLE RIDGE,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,12/15/2023,4/30/2024,5/16/2024,,DEMOLITION OR MOVE PERMIT,"8004 MAPLE RIDGE RD
BETHESDA, MD 20814
(38.989915018, -77.106892037)"
1064458,Issued,14607,,CROSSWAY,RD,,ROCKVILLE,MD,20853,DEMOLISH,SINGLE FAMILY DWELLING,3/27/2024,5/30/2024,,,DEMOLITION OR MOVE PERMIT,"14607 CROSSWAY RD
ROCKVILLE, MD 20853
(39.095567986, -77.087840977)"
1064402,Issued,2726,,WASHINGTON,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,3/27/2024,6/4/2024,,,DEMOLITION OR MOVE PERMIT,"2726 WASHINGTON AVE
CHEVY CHASE, MD 20815
(38.989987983, -77.057679033)"
1064408,Open,9510,,GEORGIA,AVE,,SILVER SPRING,MD,20910,DEMOLISH,COMMERCIAL MISCELLANEOUS STRUC,3/27/2024,,,THE APPLICANT HEREBY SUBMITS A DEMOLITION PLAN TO DEMOLISH THE EXISTING FUEL STATION AS A PART OF SHA ROAD WIDENING PROGRAM,DEMOLITION OR MOVE PERMIT,"9510 GEORGIA AVE
SILVER SPRING, MD 20910
(39.010456004, -77.041349996)"
1053571,Finaled,5400,,WESTBARD,AVE,,BETHESDA,MD,20816,DEMOLISH,MERCANTILE BUILDING,12/15/2023,3/22/2024,6/24/2024,,DEMOLITION OR MOVE PERMIT,"5400 WESTBARD AVE
BETHESDA, MD 20816
(38.964148, -77.10741096)"
1053573,Finaled,5428,,WESTBARD,AVE,,BETHESDA,MD,20816,DEMOLISH,MERCANTILE BUILDING,12/15/2023,4/18/2024,6/24/2024,This Demolition&nbsp;includes tenant spaces&nbsp;5428-5460,DEMOLITION OR MOVE PERMIT,"5428 WESTBARD AVE
BETHESDA, MD 20816
(38.964148, -77.10741096)"
972439,Completed,10002,,EDWARD,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,10/29/2021,2/24/2022,5/16/2022,,DEMOLITION OR MOVE PERMIT,"10002 EDWARD AVE
BETHESDA, MD 20814
(39.02039798900006, -77.11294603399995)"
972445,Completed,4122,,WARNER,ST,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,10/29/2021,3/24/2022,5/17/2022,,DEMOLITION OR MOVE PERMIT,"4122 WARNER ST
KENSINGTON, MD 20895
(39.02799601600003, -77.08241998099999)"
979283,Completed,14051,,ESWORTHY,RD,,GERMANTOWN,MD,20874,DEMOLISH,SINGLE FAMILY DWELLING,1/5/2022,6/30/2022,6/2/2023,,DEMOLITION OR MOVE PERMIT,"14051 ESWORTHY RD
GERMANTOWN, MD 20874
(39.086616993000064, -77.30027796599995)"
1034091,Finaled,706,,STONINGTON,RD,,SILVER SPRING,MD,20902,DEMOLISH,SINGLE FAMILY DWELLING,6/12/2023,11/7/2023,1/17/2024,,DEMOLITION OR MOVE PERMIT,"706 STONINGTON RD
SILVER SPRING, MD 20902
(39.051963985, -77.02266598)"
1034373,Finaled,11501,,HUFF,CT,,KENSINGTON,MD,20895,DEMOLISH,BUSINESS BUILDING,6/13/2023,10/20/2023,1/22/2024,,DEMOLITION OR MOVE PERMIT,"11501 HUFF CT
KENSINGTON, MD 20895
(39.043462011, -77.108772014)"
999746,Completed,4112,,ROSEMARY,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,7/12/2022,9/1/2022,10/5/2022,,DEMOLITION OR MOVE PERMIT,"4112 ROSEMARY ST
CHEVY CHASE, MD 20815
(38.97778498, -77.082382011)"
1000430,Completed,4204,,ROSEMARY,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,7/18/2022,6/14/2023,9/21/2023,,DEMOLITION OR MOVE PERMIT,"4204 ROSEMARY ST
CHEVY CHASE, MD 20815
(38.977850987, -77.083462019)"
1019393,Completed,5202,,HAMPDEN,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,1/24/2023,6/20/2023,2/23/2024,demolish single-family home,DEMOLITION OR MOVE PERMIT,"5202 HAMPDEN LN
BETHESDA, MD 20814
(38.982992991, -77.103547993)"
1024847,Completed,8521,,MEADOWLARK,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,3/16/2023,5/23/2023,6/20/2023,,DEMOLITION OR MOVE PERMIT,"8521 MEADOWLARK LN
BETHESDA, MD 20817
(38.995584999, -77.138342027)"
917550,Completed,5516,,NICHOLSON,LN,,KENSINGTON,MD,20895,DEMOLISH,BIOSCIENCE,6/22/2020,9/22/2020,3/2/2023,,DEMOLITION OR MOVE PERMIT,"5516 NICHOLSON LN
KENSINGTON, MD 20895
(39.04426399100004, -77.10769099999999)"
1034256,Completed,9704,,KENTSDALE,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,6/13/2023,8/10/2023,2/23/2024,,DEMOLITION OR MOVE PERMIT,"9704 KENTSDALE DR
POTOMAC, MD 20854
(39.01441398, -77.176574989)"
1034270,Completed,5205,,BATTERY,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,6/13/2023,8/8/2023,12/6/2023,,DEMOLITION OR MOVE PERMIT,"5205 BATTERY LN
BETHESDA, MD 20814
(38.987988019, -77.104394984)"
1034284,Completed,4525,,AMHERST,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,6/13/2023,8/29/2023,2/23/2024,,DEMOLITION OR MOVE PERMIT,"4525 AMHERST LN
BETHESDA, MD 20814
(39.017002983, -77.091511999)"
1034780,Completed,8804,,MONTGOMERY,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,6/16/2023,9/11/2023,2/8/2024,,DEMOLITION OR MOVE PERMIT,"8804 MONTGOMERY AVE
CHEVY CHASE, MD 20815
(39.000038011, -77.072957986)"
1064659,Issued,7105,,MARBURY,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,3/28/2024,4/30/2024,,,DEMOLITION OR MOVE PERMIT,"7105 MARBURY RD
BETHESDA, MD 20817
(38.981645014, -77.119106984)"
1064658,Issued,6424,,WISCASSET,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,3/28/2024,5/14/2024,,,DEMOLITION OR MOVE PERMIT,"6424 WISCASSET RD
BETHESDA, MD 20816
(38.965862016, -77.130950027)"
1065065,Finaled,9025,,WILLOW VALLEY,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,4/1/2024,5/8/2024,5/23/2024,,DEMOLITION OR MOVE PERMIT,"9025 WILLOW VALLEY DR
POTOMAC, MD 20854
(39.059671019, -77.186186014)"
590379,Completed,14000,,TRAVILAH,RD,,GAITHERSBURG,MD,20878,DEMOLISH,SINGLE FAMILY DWELLING,2/3/2012,9/20/2013,4/1/2024,"Demolition only

BOND TRACKING PS14A67750",DEMOLITION OR MOVE PERMIT,"14000 TRAVILAH RD
GAITHERSBURG, MD 20878
(39.084479985, -77.228506998)"
1026564,Finaled,8721,,GEREN,RD,,SILVER SPRING,MD,20901,DEMOLISH,SINGLE FAMILY DWELLING,4/3/2023,6/20/2023,7/18/2023,,DEMOLITION OR MOVE PERMIT,"8721 GEREN RD
SILVER SPRING, MD 20901
(38.999229995000064, -77.00467003399996)"
1020812,Completed,5920,,CONWAY,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,2/6/2023,5/25/2023,6/9/2023,,DEMOLITION OR MOVE PERMIT,"5920 CONWAY RD
BETHESDA, MD 20817
(39.005728988, -77.120398971)"
982142,Completed,5949,,AVON,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,2/2/2022,4/14/2022,6/14/2023,,DEMOLITION OR MOVE PERMIT,"5949 AVON DR
BETHESDA, MD 20814
(39.026301992, -77.11908603)"
968665,Completed,6013,,BERKSHIRE,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,9/29/2021,3/10/2022,6/14/2023,,DEMOLITION OR MOVE PERMIT,"6013 BERKSHIRE DR
BETHESDA, MD 20814
(39.023501011, -77.120847989)"
1015741,Completed,9202,,EWING,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,12/13/2022,2/3/2023,6/22/2023,,DEMOLITION OR MOVE PERMIT,"9202 EWING DR
BETHESDA, MD 20817
(39.006213001, -77.123691969)"
1018193,Completed,5812,,SONOMA,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,1/11/2023,2/14/2023,6/22/2023,,DEMOLITION OR MOVE PERMIT,"5812 SONOMA RD
BETHESDA, MD 20817
(39.001886011, -77.117250979)"
1034125,Completed,8911,,EWING,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/12/2023,7/12/2023,10/10/2023,,DEMOLITION OR MOVE PERMIT,"8911 EWING DR
BETHESDA, MD 20817
(39.002492986, -77.122971964)"
988616,Issued,10809,S,GLEN,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,4/1/2022,12/18/2023,,,DEMOLITION OR MOVE PERMIT,"10809 GLEN S RD
POTOMAC, MD 20854
(39.045970846, -77.222132305)"
1033928,Issued,10509,,SUMMIT,AVE,,KENSINGTON,MD,20895,DEMOLISH,MISCELLANEOUS STRUCTURE,6/9/2023,6/23/2023,,Demolition of accessory building,DEMOLITION OR MOVE PERMIT,"10509 SUMMIT AVE
KENSINGTON, MD 20895
(39.02831499000007, -77.07873202699994)"
831314,Completed,4412,,COLFAX,ST,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,3/21/2018,10/24/2019,6/14/2023,Demolish Single Family Dwelling,DEMOLITION OR MOVE PERMIT,"4412 COLFAX ST
KENSINGTON, MD 20895
(39.02776798700006, -77.08637095899996)"
912774,Finaled,210,,ASHTON,RD,,ASHTON,MD,20861,DEMOLISH,SINGLE FAMILY DWELLING,5/5/2020,11/30/2020,4/1/2024,,DEMOLITION OR MOVE PERMIT,"210 ASHTON RD
ASHTON, MD 20861
(39.152069012, -77.006312971)"
1035528,Open,7965,,TUCKERMAN,LN,,POTOMAC,MD,20854,DEMOLISH,RESTAURANT,6/23/2023,,,,DEMOLITION OR MOVE PERMIT,"7965 TUCKERMAN LN
POTOMAC, MD 20854
(39.04105699100006, -77.15680300099996)"
916589,Finaled,17300,,WHITES STORE,RD,,BOYDS,MD,20841,DEMOLISH,SINGLE FAMILY DWELLING,6/12/2020,9/11/2020,4/1/2024,Demolish a SFD and one of accessory dwellings.,DEMOLITION OR MOVE PERMIT,"17300 WHITES STORE RD
BOYDS, MD 20841
(39.195033299, -77.362050187)"
996761,Completed,10200,,HATHERLEIGH,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,6/14/2022,10/27/2022,6/23/2023,,DEMOLITION OR MOVE PERMIT,"10200 HATHERLEIGH DR
BETHESDA, MD 20814
(39.02280900100004, -77.11872401499994)"
983309,Finaled,7004,,GARRETT,RD,,ROCKVILLE,MD,20855,DEMOLISH,SINGLE FAMILY DWELLING,2/14/2022,4/25/2022,4/1/2024,,DEMOLITION OR MOVE PERMIT,"7004 GARRETT RD
ROCKVILLE, MD 20855
(39.138280991, -77.142957019)"
991886,Completed,6905,,GRANBY,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,5/1/2022,7/11/2022,6/23/2023,,DEMOLITION OR MOVE PERMIT,"6905 GRANBY ST
BETHESDA, MD 20817
(38.979372009, -77.117463042)"
798763,Finaled,1916,,BONIFANT,RD,,SILVER SPRING,MD,20906,DEMOLISH,COMMERCIAL MISCELLANEOUS STRUC,5/9/2017,5/30/2017,4/1/2024,"DEMOLISH ANNEX BUILDING LOCATED IN THE BACK PARKING LOT AREA OF EXISTING PLACE OF WORSHIP

bond tracking - ps17a104329",DEMOLITION OR MOVE PERMIT,"1916 BONIFANT RD
SILVER SPRING, MD 20906
(39.09116602, -77.042295978)"
1053709,Completed,5608,,MCKINLEY,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,12/18/2023,1/23/2024,1/31/2024,,DEMOLITION OR MOVE PERMIT,"5608 MCKINLEY ST
BETHESDA, MD 20817
(38.995715002, -77.114923996)"
1035501,Completed,10213,,PARKWOOD,DR,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,6/23/2023,10/20/2023,2/9/2024,,DEMOLITION OR MOVE PERMIT,"10213 PARKWOOD DR
KENSINGTON, MD 20895
(39.024216993, -77.093436987)"
1053748,Issued,7000,,LONGWOOD,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,12/18/2023,5/24/2024,,,DEMOLITION OR MOVE PERMIT,"7000 LONGWOOD DR
BETHESDA, MD 20817
(39.008753011, -77.141719012)"
911121,Open,,,,,,,,,DEMOLISH,MERCANTILE BUILDING,4/17/2020,,,,DEMOLITION OR MOVE PERMIT,
972778,Completed,5116,,WESTRIDGE,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,11/2/2021,12/13/2021,4/14/2022,,DEMOLITION OR MOVE PERMIT,"5116 WESTRIDGE RD
BETHESDA, MD 20816
(38.95877700300008, -77.10451802999995)"
1006411,Completed,5512,,PARKSTON,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,9/9/2022,11/9/2022,7/17/2023,,DEMOLITION OR MOVE PERMIT,"5512 PARKSTON RD
BETHESDA, MD 20816
(38.967097005, -77.113291033)"
1006882,Finaled,11,E,KIRKE,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,9/14/2022,12/9/2022,4/2/2024,,DEMOLITION OR MOVE PERMIT,"11 KIRKE E ST
CHEVY CHASE, MD 20815
(38.970630983, -77.075469036)"
1036684,Finaled,6909,,ANCHORAGE,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,7/7/2023,8/14/2023,4/2/2024,,DEMOLITION OR MOVE PERMIT,"6909 ANCHORAGE DR
BETHESDA, MD 20817
(38.97838701, -77.194022004)"
1035831,Completed,5516,,MCKINLEY,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/27/2023,9/11/2023,1/9/2024,,DEMOLITION OR MOVE PERMIT,"5516 MCKINLEY ST
BETHESDA, MD 20817
(38.995927986, -77.113336966)"
970048,Finaled,4773,,BRADLEY,BLVD,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,10/11/2021,1/12/2022,6/30/2023,,DEMOLITION OR MOVE PERMIT,"4773 BRADLEY BLVD
CHEVY CHASE, MD 20815
(38.978652004, -77.09524203)"
1036231,Completed,6701,,TUSCULUM,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/30/2023,8/25/2023,2/9/2024,,DEMOLITION OR MOVE PERMIT,"6701 TUSCULUM RD
BETHESDA, MD 20817
(39.015312981, -77.134593975)"
1056886,Finaled,5909,,ABERDEEN,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,1/24/2024,4/4/2024,5/16/2024,,DEMOLITION OR MOVE PERMIT,"5909 ABERDEEN RD
BETHESDA, MD 20817
(38.990708994, -77.120281037)"
1020572,Completed,6628,,81ST,ST,,CABIN JOHN,MD,20818,DEMOLISH,SINGLE FAMILY DWELLING,2/2/2023,6/27/2023,2/26/2024,,DEMOLITION OR MOVE PERMIT,"6628 81ST ST
CABIN JOHN, MD 20818
(38.977425983, -77.167711964)"
956574,Finaled,10409,,TANAGER,LN,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,6/16/2021,7/27/2021,7/3/2023,FORMERLY 12816 GLEN MILL RD,DEMOLITION OR MOVE PERMIT,"10409 TANAGER LN
POTOMAC, MD 20854
(39.06567139200007, -77.21468670399997)"
1017394,Completed,10253,,NOLAN,DR,,ROCKVILLE,MD,20850,DEMOLISH,SINGLE FAMILY DWELLING,1/3/2023,7/6/2023,2/23/2024,,DEMOLITION OR MOVE PERMIT,"10253 NOLAN DR
ROCKVILLE, MD 20850
(39.094497994, -77.213635993)"
1027892,Completed,7112,,AMY,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,4/14/2023,6/20/2023,7/7/2023,,DEMOLITION OR MOVE PERMIT,"7112 AMY LN
BETHESDA, MD 20817
(38.988449987, -77.145943994)"
1036220,Completed,9507,,GARWOOD,ST,,SILVER SPRING,MD,20901,DEMOLISH,SINGLE FAMILY DWELLING,6/30/2023,9/18/2023,10/5/2023,,DEMOLITION OR MOVE PERMIT,"9507 GARWOOD ST
SILVER SPRING, MD 20901
(39.012183011, -77.003754981)"
1013293,Finaled,14300,,BLACK HILLS,RD,,BOYDS,MD,20841,DEMOLISH,SHED,11/15/2022,2/23/2023,7/6/2023,"DEMO Shed/Barn, seed and straw, no rebuilding, grow back to natural state.",DEMOLITION OR MOVE PERMIT,"14300 BLACK HILLS RD
BOYDS, MD 20841
(39.19512798, -77.295292996)"
1036480,Open,19900,,NEW HAMPSHIRE,AVE,,BRINKLOW,MD,20862,DEMOLISH,STORAGE BUILDING,7/5/2023,,,,DEMOLITION OR MOVE PERMIT,"19900 NEW HAMPSHIRE AVE
BRINKLOW, MD 20862
(39.183859015, -77.029686997)"
997698,Completed,8312,,WOODHAVEN,BLVD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/22/2022,4/21/2023,7/10/2023,,DEMOLITION OR MOVE PERMIT,"8312 WOODHAVEN BLVD
BETHESDA, MD 20817
(38.993753008, -77.131105008)"
1036767,Issued,3728,,MANOR,RD,,CHEVY CHASE,MD,20815,DEMOLISH,MULTIFAMILY DWELLING LOW RISE,7/7/2023,3/4/2024,,"This permits includes addresses: 3700,3702,3704,3706,3708,3712,3714,3716,3718,3720,3722,3724,3726,3728,3730, and 3732",DEMOLITION OR MOVE PERMIT,"3728 MANOR RD
CHEVY CHASE, MD 20815
(38.996194992, -77.074701002)"
933573,Finaled,5405,,WEHAWKEN,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,11/16/2020,1/26/2021,7/11/2023,,DEMOLITION OR MOVE PERMIT,"5405 WEHAWKEN RD
BETHESDA, MD 20816
(38.961939997, -77.123678977)"
1037374,Open,10611,,WESTLAKE,DR,,BETHESDA,MD,20817,MOVE,COMMERCIAL MISCELLANEOUS STRUC,7/13/2023,,,,DEMOLITION OR MOVE PERMIT,"10611 WESTLAKE DR
BETHESDA, MD 20817
(39.032398988, -77.144996001)"
1004854,Issued,14929,,OLD DOVER,RD,,ROCKVILLE,MD,20850,DEMOLISH,COMMERCIAL MISCELLANEOUS STRUC,8/24/2022,7/14/2023,,,DEMOLITION OR MOVE PERMIT,"14929 OLD DOVER RD
ROCKVILLE, MD 20850
(39.10092398, -77.143454988)"
1004351,Completed,6007,,SONOMA,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,8/19/2022,2/1/2023,7/12/2023,,DEMOLITION OR MOVE PERMIT,"6007 SONOMA RD
BETHESDA, MD 20817
(39.003435992, -77.121503035)"
1036204,Completed,4415,,BROOKFIELD,DR,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,6/30/2023,8/17/2023,9/27/2023,,DEMOLITION OR MOVE PERMIT,"4415 BROOKFIELD DR
KENSINGTON, MD 20895
(39.02720401, -77.086706989)"
1008654,Completed,6206,,MAIDEN,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,10/2/2022,1/10/2023,6/27/2023,DEMOLITION OR MOVE PERMIT APPLICATION# 1008654 is linked to BUILDING RESIDENTIAL PERMIT# 1008655.,DEMOLITION OR MOVE PERMIT,"6206 MAIDEN LN
BETHESDA, MD 20817
(38.983692, -77.125080012)"
999983,Completed,8888,,BRADLEY,BLVD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,7/13/2022,4/21/2023,7/12/2023,,DEMOLITION OR MOVE PERMIT,"8888 BRADLEY BLVD
BETHESDA, MD 20817
(39.002504008, -77.179751982)"
1054080,Completed,10105,,WILDWOOD,RD,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,12/21/2023,2/20/2024,2/29/2024,,DEMOLITION OR MOVE PERMIT,"10105 WILDWOOD RD
KENSINGTON, MD 20895
(39.022019007, -77.088220006)"
1037551,Completed,6107,,DUNLEER,CT,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,7/14/2023,9/20/2023,10/13/2023,,DEMOLITION OR MOVE PERMIT,"6107 DUNLEER CT
BETHESDA, MD 20817
(39.002575003, -77.124457991)"
939647,Finaled,9025,,BRONSON,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,1/22/2021,5/7/2021,7/18/2023,,DEMOLITION OR MOVE PERMIT,"9025 BRONSON DR
POTOMAC, MD 20854
(39.004831998, -77.196251004)"
1057107,Finaled,6433,,KENHOWE,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,1/26/2024,2/26/2024,4/4/2024,,DEMOLITION OR MOVE PERMIT,"6433 KENHOWE DR
BETHESDA, MD 20817
(38.974037012, -77.133724018)"
1037731,Finaled,3403,,FARRAGUT,AVE,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,7/17/2023,8/22/2023,2/9/2024,,DEMOLITION OR MOVE PERMIT,"3403 FARRAGUT AVE
KENSINGTON, MD 20895
(39.032994019, -77.068528988)"
1037613,Finaled,6405,,RUFFIN,RD,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,7/16/2023,8/28/2023,9/12/2023,,DEMOLITION OR MOVE PERMIT,"6405 RUFFIN RD
CHEVY CHASE, MD 20815
(38.974139019, -77.093123001)"
1054104,Finaled,509,,SCHUYLER,RD,,SILVER SPRING,MD,20910,DEMOLISH,SINGLE FAMILY DWELLING,12/21/2023,4/15/2024,4/29/2024,,DEMOLITION OR MOVE PERMIT,"509 SCHUYLER RD
SILVER SPRING, MD 20910
(39.000756004, -77.016800995)"
1039658,Completed,6113,,WILMETT,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,8/2/2023,9/18/2023,12/6/2023,,DEMOLITION OR MOVE PERMIT,"6113 WILMETT RD
BETHESDA, MD 20817
(39.008609009, -77.125453007)"
997207,Completed,9540,,RIVER,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,6/17/2022,8/22/2022,7/19/2023,,DEMOLITION OR MOVE PERMIT,"9540 RIVER RD
POTOMAC, MD 20854
(39.010475995, -77.198871019)"
1002211,Completed,11801,,SEVEN LOCKS,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,8/2/2022,8/2/2023,4/2/2024,,DEMOLITION OR MOVE PERMIT,"11801 SEVEN LOCKS RD
POTOMAC, MD 20854
(39.049482019, -77.162877031)"
1054343,Open,,,,,,,,,DEMOLISH,SINGLE FAMILY DWELLING,12/27/2023,,,,DEMOLITION OR MOVE PERMIT,
979611,Completed,6101,,WILSON,LN,,BETHESDA,MD,20817,MOVE,EDUCATIONAL BUILDING,1/10/2022,8/2/2022,8/2/2023,RELOCATION OF EXISTING STRUCTURE TO NEW LOCATION ON PROPERTY SEE FOUNDATION FOR DRAWINGS ON A/P#979613,DEMOLITION OR MOVE PERMIT,"6101 WILSON LN
BETHESDA, MD 20817
(38.991547981, -77.125974026)"
992573,Finaled,8860,,PINEY BRANCH,RD,,SILVER SPRING,MD,20901,DEMOLISH,MISCELLANEOUS STRUCTURE,5/6/2022,7/27/2023,4/2/2024,,DEMOLITION OR MOVE PERMIT,"8860 PINEY BRANCH RD
SILVER SPRING, MD 20901
(39.00053401, -76.991691998)"
1038359,Completed,7819,,EXETER,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,7/21/2023,10/25/2023,1/9/2024,,DEMOLITION OR MOVE PERMIT,"7819 EXETER RD
BETHESDA, MD 20814
(38.988749012, -77.102273021)"
1065525,Open,710,,BEACON,RD,,SILVER SPRING,MD,20903,DEMOLISH,EDUCATIONAL BUILDING,4/4/2024,,,,DEMOLITION OR MOVE PERMIT,"710 BEACON RD
SILVER SPRING, MD 20903
(39.009341001, -76.985282021)"
1033119,Completed,6419,,WINNEPEG,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/1/2023,8/4/2023,2/9/2024,,DEMOLITION OR MOVE PERMIT,"6419 WINNEPEG RD
BETHESDA, MD 20817
(39.022484999, -77.130702006)"
1014708,Completed,9133,,MCDONALD,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,12/1/2022,8/7/2023,2/23/2024,,DEMOLITION OR MOVE PERMIT,"9133 MCDONALD DR
BETHESDA, MD 20817
(39.006698983, -77.168775041)"
1038711,Completed,4528,,WINDSOR,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,7/26/2023,9/22/2023,11/4/2023,To demolish existing house and replace with single family dwelling.,DEMOLITION OR MOVE PERMIT,"4528 WINDSOR LN
BETHESDA, MD 20814
(38.995234007, -77.090762992)"
1008624,Finaled,2808,,JENNINGS,RD,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,9/30/2022,11/16/2022,7/27/2023,,DEMOLITION OR MOVE PERMIT,"2808 JENNINGS RD
KENSINGTON, MD 20895
(39.030583007, -77.05954803)"
1039097,Completed,8522,,BEECH TREE,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,7/28/2023,8/25/2023,11/29/2023,,DEMOLITION OR MOVE PERMIT,"8522 BEECH TREE RD
BETHESDA, MD 20817
(38.996645016, -77.14233701)"
